,CCG_2122,Activity_count,Travel_distance_km,Travel_time,Pt_CCG,Pt_Region,Population,Population_density,geometry
71,NHS OLDHAM CCG,227,36.009691629955945,25.061674008810574,NHS Oldham CCG,North West,237628.0,1657.5109181695443,"POLYGON ((399470.906 413357.687000001, 403891.094 407224.594000001, 405869.095 406114.306, 406087.19 404640.127, 404951.906 402698.219000001, 405568.25 401823.187000001, 404375.156 401010.780999999, 403037.375 400861.687000001, 400301.719 402818.405999999, 399432.688 402512.094000001, 398359.188 403621.719000001, 396455.719 403855.5, 396508.806 402844.001, 393919 402658.812000001, 391059.188 399473.094000001, 389279.406 399583.905999999, 388246.444 401029.671, 389836.281 402384.405999999, 387772.691 403614.098999999, 388868 405512.812000001, 388697.719 406853.903000001, 390099.702 407849.562000001, 389728.407 409534.187000001, 391765 409993, 392773.403 411461.902000001, 396130.281 410659.905999999, 397728 411821, 398320.309 414188.493000001, 398573.499 413253.280999999, 399470.906 413357.687000001))"
72,NHS OXFORDSHIRE CCG,1069,34.56529466791394,28.51917680074836,NHS Oxfordshire CCG,South East,680874.0,269.49886776557656,"POLYGON ((460619.903 235588, 465097 234201.200999999, 462272.938 229157.266000001, 463406.937 227606.891000001, 465072.998 228139.071, 462905.005 225295.708000001, 463415.806 224698.798, 462474.006 222096.819, 464172.403 221375.798, 463593.314 220196.905999999, 464497.094 219314.797, 464715.688 216584.5, 465745.313 216118.108999999, 463601.906 214915.983999999, 460606.906 216668.516000001, 459306.688 215468.108999999, 461437.305 213559.893999999, 460430.688 212458.297, 460595.813 210349.095000001, 463331.875 209498.969000001, 463538.284 206828.333000001, 465997.719 205530.062999999, 467035.314 205580.405999999, 467061.187 207022.405999999, 470082.906 206421.780999999, 470519.469 207384.312000001, 472924.596 206630.202, 472585.031 204399.875, 471898.688 204512.766000001, 470929.219 202624.483999999, 468736.594 204561.880000001, 467551.602 204249.676999999, 467029 201175.5, 468922.815 200381.208000001, 470496.095 201137.605, 474469 196173.187000001, 474311.813 195283.297, 472688.875 195181.608999999, 473828.313 193635.983999999, 472772 192754, 473583.188 191546.094000001, 473292 190089.5, 475116.094 189496.203, 473432.594 187934.703, 473545 186903.096000001, 476238.781 184704.469000001, 476591.712 183461.409, 476379.906 182545.891000001, 477902 181103.405999999, 478509.094 178904, 476897.594 178118.422, 475000.125 174883.608999999, 473250.875 173907.625, 472675.001 174557.605, 473630 175674.983999999, 472471.503 177640.698999999, 469644.188 176625.405999999, 469060.688 174798.608999999, 468295.406 174636.125, 466017.906 177391, 462430.688 177129.108999999, 461639.688 179335, 459627.814 180045.5, 459708.707 183017.449999999, 455269.597 181353.204, 455258.906 182377.405999999, 451374 182357.405999999, 446628.28 185192.551000001, 445698.5 182959.093, 443962.094 183920.422, 442832.313 182571.594000001, 441361.375 183314.141000001, 440132.406 182031.198999999, 439858.689 183122.793, 438393.469 182091.422, 437241.094 182315.295, 436810.597 181210.001, 433867.188 183653.391000001, 432621.094 183123.625, 430948.5 183925.203, 429143.906 182093.172, 428907.304 180748.005000001, 427655.312 180005.125, 424256.599 186172.732000001, 425185.219 187285.344000001, 424964.781 188808.641000001, 426423.789 188343.097999999, 428790.906 190646.297, 426708.906 192638.922, 423992.405 192393, 421408.497 194863.805, 420824.313 197057.5, 422030.096 199080.267000001, 423019.868 198015.063999999, 424403.406 198482.203, 421652.501 201524.607000001, 421103.375 202800.483999999, 421706.905 204621.093, 420748.093 208031.654999999, 419446.594 209430.936000001, 422027.313 211752.75, 421700.438 215139.5, 422386.903 216905.789999999, 421657.625 218592.125, 423012.094 219877.203, 423584.313 222054.405999999, 425344.438 222360.391000001, 424473.281 224921.858999999, 426550.78 226643.926999999, 425351.313 228636.405999999, 423282.814 229555.5, 423049.194 232166.407, 426736.001 228616, 428149.719 230297.25, 427550.313 231016, 428907.852 230584.802999999, 431025.187 231472.096000001, 430499.194 232669.891000001, 432689.688 232817.094000001, 435185.813 244079.203, 435899.406 244906.702, 437965.188 244507.595000001, 437522.435 246214.356000001, 439408.406 246812.905999999, 442205.781 244159.047, 444086.807 244968.003, 443175.814 246764.608999999, 441636.594 246910.405999999, 443479.313 248829.607000001, 444673.702 248735.889, 445790.313 252455.404999999, 451604.5 244578.596999999, 446608.907 243401.297, 446822.188 242613.797, 448239.406 242419.922, 447211.219 239450.797, 449636.719 235334.780999999, 449315.242 231472.054, 452176.403 232252.200999999, 455301.688 231299.999, 457509.183 233102.491, 459529.188 233558.203, 460619.903 235588))"
73,NHS PORTSMOUTH CCG,198,45.42424242424242,32.40909090909091,NHS Portsmouth CCG,South East,214692.0,5578.792481238587,"MULTIPOLYGON (((463944.2086 102112.209899999, 463386.1994 101954.595100001, 463694.9027 102729.903100001, 463944.2086 102112.209899999)), ((459623.5674 105402.2816, 462550.9744 104439.1184, 461535.7026 104538.6954, 459999.9794 105232.305600001, 459747.0162 105346.556600001, 459623.5674 105402.2816)), ((468861.591 106372.839, 468796.3214 103467.313999999, 467955.2989 104427.1973, 467412.1967 104058.7028, 467453.1063 100000.001700001, 467458.8012 99434.9999000002, 468250.2531 100000.0395, 468416.601 100118.799900001, 468430.9239 100000.043099999, 468520.9019 99253.9980999995, 464368.189 97965.6695000008, 463907.3587 98380.9549000002, 462901.8007 99367.7000999991, 462831.8563 100000.0063, 462699.3033 101198.3016, 464240.7752 101512.8115, 463466.3743 103406.8693, 464581.0987 103208.897399999, 465117.7034 104547.8028, 467408.6019 104254.3967, 464718.1972 104678.395400001, 464240.0991 103627.396199999, 463027.3011 104640.700200001, 463226.7 105592.6997, 462465.4552 105419.635500001, 462326.094 106902.102, 468861.591 106372.839)))"
74,NHS ROTHERHAM CCG,336,22.786607142857143,16.866071428571427,NHS Rotherham CCG,North East and Yorkshire,264984.0,917.3717500326331,"POLYGON ((445683.07 402112.814999999, 445876.812 400344.688999999, 447224.688 399603.594000001, 446658.188 397877.687000001, 448555.094 399043.094000001, 449880.813 398054.187000001, 449357.406 395609.5, 450720 393156.187000001, 455212.594 393486.718, 455890.406 392275.5, 457537.406 392267.094000001, 456871.696 390947.811000001, 458865.319 390427.466, 458904.375 389288.468, 457650.531 388479.094000001, 457938.969 386875.437000001, 456922.688 386201.187000001, 457435.75 384672.286, 455829.143 384764.755999999, 456230.508 383447.902000001, 457278.594 383665.187000001, 457444.593 383065.096000001, 453417 379685, 453197 378876.187000001, 451364.406 379351.312000001, 449796 378568.5, 447035.156 380000, 447483 381261.5, 446775.813 381962.312000001, 445071.25 381534.375, 444557.194 384153.289999999, 440579 387552.5, 441617.406 388713.5, 440398.688 391637.812000001, 441190.907 392240, 439404.596 391667.596999999, 437204.813 394416.312000001, 436260.093 397361.780999999, 436450.597 398840.096000001, 437189.906 399525.187000001, 438061.504 398942.898, 441206.311 402124.999, 445683.07 402112.814999999))"
75,NHS SALFORD CCG,230,29.656086956521737,20.14782608695652,NHS Salford CCG,North West,262697.0,2681.7630767451533,"POLYGON ((377678.404 404161.908, 379515.5 403434.687000001, 380813 401741.907, 383061.504 402391.789999999, 383837.903 401738.693, 383154.953 400294.699999999, 383830.906 398845.312000001, 382484.499 397362.405999999, 381391.595 396490.905999999, 378769.813 398196.187000001, 376538.188 397534.405999999, 373782.097 395813.096999999, 372218.312 392583.719000001, 370229.221 391101.915999999, 367581 396042.596999999, 371249.999 396566.812000001, 371004.756 399604.732999999, 372605.999 402105.306, 370193.193 403647.494999999, 371124.594 405142.312000001, 376601.594 403346.309, 376655.405 404324.903999999, 377678.404 404161.908))"
76,NHS SHEFFIELD CCG,689,16.69390420899855,13.635703918722786,NHS Sheffield CCG,North East and Yorkshire,589214.0,1609.5938226986443,"POLYGON ((436260.093 397361.780999999, 437204.813 394416.312000001, 439404.596 391667.596999999, 441190.907 392240, 440398.688 391637.812000001, 441617.406 388713.5, 440579 387552.5, 444557.194 384153.289999999, 445071.25 381534.375, 444217.156 380081.655999999, 440944.937 380249.124, 440940.688 382167.405999999, 439307.311 382950.306, 438662.938 382116.312000001, 437252.344 382421.5, 436065.004 381657.903000001, 436384.687 380682.806, 435544.5 380153.596000001, 433266.188 380186.687000001, 430956.719 378740.625, 429299.462 378918.652000001, 429300 379980.5, 428045.406 379502.25, 427739.375 380596.501, 426810.096 379455.215, 426153.188 380694.905999999, 424869.5 379992.469000001, 425914.781 382991.719000001, 427353.813 383305.5, 422458.187 385608.698999999, 423064 388508.719000001, 419712.031 389842.687000001, 419453.155 391219.405999999, 417391.063 391605, 417005.781 396188.030999999, 415476.5 396465.405999999, 413272.596 398268.691, 414454.094 398695.719000001, 417439.406 397854.905999999, 417891.188 399401.905999999, 419921.094 400756.094000001, 426196.595 399645.405999999, 429987.284 398069.211999999, 430698.499 396202.905999999, 429905.594 394472.405999999, 431193.813 393602.187000001, 432430.406 395077.5, 432309.406 396432.187000001, 433625.813 398962.187000001, 436260.093 397361.780999999))"
77,"NHS SHROPSHIRE, TELFORD AND WREKIN CCG",762,67.58228346456693,47.85301837270341,"NHS Shropshire, Telford and Wrekin CCG",Midlands,506737.0,145.46674169039983,"POLYGON ((374602.186 332762.283, 373571.625 326638.25, 372043.596 325577.311000001, 374641.688 323853.904999999, 375052.906 322032.001, 374131.312 321399.312000001, 378818.494 316473.783, 379252.498 313720.310000001, 378148.5 312010.875, 378476.404 310903.908, 379610.5 309514.596000001, 383349.715 309513.844000001, 383951.906 307356.687000001, 383342.375 306575.469000001, 384219.999 306482.903000001, 384339.79 305574.807, 382750 301364.687000001, 381027.375 300934.625, 378172.093 301734.155999999, 378282.693 299584.812000001, 379754.471 299510.716, 382343.031 296834.469000001, 380944.094 295097.405999999, 382707.219 293800.530999999, 381833.848 292568.101, 382392.281 291833.437000001, 380321 290459.499, 378860.625 287966, 380568.024 284188.9, 378903.594 282217.405999999, 375384.811 282444.596000001, 374723.098 278280.904999999, 377259.907 276420.097999999, 375095.812 276732.719000001, 373504.693 276014.096999999, 372160.5 276647.312000001, 371907 274557.594000001, 367776 274453.405999999, 366838.094 273147.999, 367264.905 270439.907, 365123.096 270247.312999999, 365202.594 271125.094000001, 363367.406 271920.308, 361786.312 270705.312000001, 361738.281 268261.596999999, 360911.687 268984.405999999, 357770.719 267841.125, 357569.656 269436.812000001, 354719.5 271787.904999999, 353121.187 268944.530999999, 353751.498 268428.810000001, 351526 268017.905999999, 347836.875 271167.75, 349103.281 271019.812000001, 350194.219 273304.875, 346129.309 273494.503, 346171.806 275459.692, 345133.596 275630.745999999, 345281.979 276995.598999999, 342105.687 277831.344000001, 339627.531 276717.187000001, 339293.937 275490.280999999, 337639.844 276868.25, 337309.187 275632.937000001, 338762.281 274738.344000001, 337036.687 274729.625, 336160.314 274080.403000001, 336535.368 272851.192, 335064.5 272781.095000001, 333739.594 273409.125, 329246.594 272319.094000001, 327846.969 272769.312000001, 324494.812 276037.032, 321517.812 277266.312000001, 319892.906 279705.501, 317148.548 281068.702, 316113.25 283445.405999999, 318775 287126.812000001, 319908.219 286869.219000001, 324639.406 289572.812000001, 330232.404 289759.405999999, 330050.001 292258.402000001, 331984.305 291798.625, 332689 295474.403000001, 331345.187 298002.219000001, 326373.819 295380.892999999, 326474.875 293515.625, 323211.625 292791.687000001, 322973.694 293521.096999999, 324715.812 294307.594000001, 322887.687 299266, 324388.001 299246.687000001, 326314.187 300755.469000001, 326040.407 301840.907, 327463.781 304006.125, 328367.689 304185.502, 326779.097 305387.903000001, 328983.531 306026.594000001, 329879.187 309130, 329333.906 310906.517999999, 331010.094 312599, 331113.594 314561.905999999, 332511.5 314087.719000001, 334080.311 314760.375, 334022.91 313519.124, 335176.687 313623.405999999, 334931.812 315389.780999999, 333173.625 315576.375, 333112.094 316708.594000001, 331131.594 317634.187000001, 331883.374 318358.594000001, 331472.406 319382.5, 330288.594 318985.812000001, 329999.976 319702.401000001, 329078.094 319520.594000001, 329410.187 319960.030999999, 327267.002 319875.192, 326470.501 321565.189999999, 326819.594 322556.687000001, 324712.5 321259.594000001, 321980.307 322397.418, 322359.685 323820.782, 321350.812 323945.187999999, 321394.907 325275.405999999, 322549.719 327849.905999999, 321767.411 328408.289999999, 324182.5 330569.187999999, 322534.312 331979.905999999, 323682.594 332557.594000001, 323094.5 333453.312000001, 325163.812 333554.780999999, 325483.187 336233.405999999, 326426.187 337552.780999999, 330386.906 337314.905999999, 332259.594 340341.405999999, 334129.128 340652.416999999, 334614.594 341735.094000001, 335610.094 339741.719000001, 337670.306 338321.596000001, 340472.312 339826.812000001, 340728.312 339169.812000001, 343577.906 338681.905999999, 346347.594 333439.312000001, 349317.5 336623, 351119.469 336665.405999999, 351450.094 340191.312000001, 350714.312 341658.030999999, 351298.71 343126.993000001, 353161.406 344461.999, 354804.312 343358.719000001, 357635.5 344557.5, 360154.219 342637.5, 359950.503 340792.310000001, 360701.219 339937.625, 362399.189 340988.997, 364516.903 338994.124, 365082.306 342004.806, 367775.312 340267.468, 370908.811 341438.218, 370776.025 343300.714, 374540.377 344631.403999999, 375338.84 342508.763, 374596.281 342137.594000001, 374149.903 339605.903000001, 372362.187 340564.030999999, 372843.159 338954.192, 371523.478 339262.684, 370722.719 338555.594000001, 368429.344 334371.780999999, 370068.5 330817.969000001, 370459.125 331618.655999999, 374602.186 332762.283))"
78,NHS SOMERSET CCG,892,75.20840807174888,56.22757847533632,NHS Somerset CCG,South West,563851.0,163.01779904998077,"POLYGON ((330421.775 158572.763, 331358 157717.405999999, 331087.906 156011.405999999, 332282.187 155625.905999999, 333033.098 156625.798, 334784.5 156412.703, 337540.414 154991.903999999, 338411.5 156766.5, 338944.597 156025.798, 343610.906 156123.596999999, 343316 158980.108999999, 351670.406 157895, 355563 155271.405999999, 356332.906 153935.5, 361208.594 156097.203, 365424.5 154752.297, 364778.405 153438.797, 366751.812 152770, 367048.905 153311.902000001, 368585.687 152886.797, 372148.189 156263.593, 373099.813 155128.905999999, 380938.688 158473.390000001, 381142.095 157273.703, 380226.094 156743.703, 380525.095 154963.797, 381601.906 155266.405999999, 382419.095 154553.403000001, 382974.406 150552.5, 379231.5 141830.297, 375896.498 137179.200999999, 375984.313 136212.297, 374505.406 135157.297, 374827.5 133364.107999999, 377269.807 131201.689999999, 375575.501 130000.096999999, 376959.094 126940.305, 373339.19 122907.297, 373641.812 121331.297, 375187.594 121336.499, 375907.092 119992.91, 370955.498 117989.295, 370045 119195.899, 368695.511 118810.602, 368992.688 117898, 368049.001 116756.5, 365668 119377.242000001, 364841.406 121725.289000001, 363150.687 121522.672, 361681.909 122382.302999999, 361811.094 120773.102, 361049.5 120162.102, 359762.402 120968.101, 358953.961 119881.914000001, 358268.499 120384.601, 357734.5 119833.398, 358073.5 116742.305, 356809.094 115863.805, 357643.272 114315.913000001, 356218.28 112230.602, 357222.312 110408.094000001, 356753.9 109308.699999999, 353628.095 109944.195, 349828.098 108204.491, 349808.594 107398.539000001, 346789.901 107763.098999999, 344324.5 106222.602, 342990.81 107414.997, 341738.625 105788.562000001, 337708.406 106050, 334603.594 105013.703, 332874 102838.601, 331800.812 104299.305, 331567.999 106697.105, 327110.596 106240.898, 327420.906 107412.602, 325883.687 108869.805, 326111.406 112645.007999999, 320894 111965.608999999, 319359.593 110884.405999999, 316583.094 113001.203, 318152.594 117124.125, 311935.094 116573.469000001, 309219.904 118098.994999999, 306478.594 121223.398, 303309.406 120694.399, 303266.687 125253.398, 300906.625 125433.530999999, 300430.281 126674.68, 297691.094 126109.602, 296085.403 127100, 294611.406 126716.219000001, 293468.501 126267.801999999, 293550.151 125033.737, 292391 123784.491, 287167.403 124406.198000001, 286835.499 125254.094000001, 288346.693 129638.199999999, 284692.902 130037.298, 281548.094 132615.516000001, 279619.187 132684.983999999, 273807.291 136703.807, 271756.406 139279.704, 271535.875 143573.625, 275217.906 142927, 279524.406 143676.999, 279063.187 148486.797, 279973.8658 149616.0682, 280000.0285 149611.0594, 286042.8008 148454.183499999, 286825 147680.57, 286886.8445 147713.76, 286964.1035 147639.598999999, 289867.5012 149291.199999999, 292385.2976 149260.0041, 293293.2165 148973.7247, 296156.249 147701.0604, 297387.403 146462.8048, 298974.099 146519.498600001, 299999.9858 145533.381100001, 302103.1994 143511.700300001, 310818.5995 143034.297599999, 319558.9 146146.9999, 320000.0206 146201.189200001, 321461.2998 146380.6993, 324916.0998 145233.1998, 326425.6993 145691.298900001, 326478.6144 145720.882999999, 328911.0012 147080.7992, 327945.7001 144435.9004, 326637.1003 143621.0998, 328427.7001 144355.199100001, 330422.0978 147834.302100001, 330277.5999 149685.200099999, 328806.3999 152339, 329616.8001 158444.600099999, 327919.5992 159337.499700001, 330421.775 158572.763))"
79,NHS SOUTH EAST LONDON CCG,1710,14.296842105263156,17.659064327485382,NHS South East London CCG,London,1818226.0,5189.490520518982,"POLYGON ((554339.9403 177877.237600001, 553184.439 175118.358999999, 549827 172035.25, 549542.625 169883.891000001, 550541.25 168157.391000001, 549509.188 168089.858999999, 549897.188 165601.297, 548928.878 162732.9, 547640.5 162692.5, 547648.499 161080.797, 545401.438 159498.469000001, 545528.625 156956.594000001, 542502.961 156819.116, 541795.694 158451.200999999, 540596.188 156667.203, 539596.296 160796.287, 537419.5 166327.516000001, 536721.625 166045.655999999, 536717.313 167320, 534469 168934.983999999, 533693.25 170730.108999999, 531317 171046.891000001, 530290.75 169769.297, 528888.875 169832.108999999, 529645.998 173078.34, 528519.313 175722.125, 529967.375 177986.391000001, 531155.938 180669.75, 533871.5913 180060.697699999, 534002.3884000001 180000.0348, 534546.7513 179747.5624, 535389.1 180019.15, 535818.05 180481.35, 536343.3 180515.75, 536496.5870000001 180371.2788, 536609.6879 180003.4223, 536620.5474 179863.8839, 536694.0209 178954.077, 537238.704 178137.697899999, 537438.5821999999 177936.189400001, 537790.8999 177580.9979, 537625.0956 177329.215600001, 537413.7003 177008.201099999, 537656.7679 177226.1438, 539091.1960999999 178512.3007, 539022.8573 180000.0046, 539010.5424 180268.0956, 539008.3003 180316.904200001, 539050.6352 180282.813899999, 539401.8447 180000.000800001, 539999.9917 179518.3402, 540435.8003999999 179167.403200001, 542965.8966 179242.8016, 544255.8001 179489.701099999, 544607.7573000001 179999.976600001, 545189.947 180844.0484, 545278.2001 180971.999700001, 545380.4122 180989.1734, 547118.2918 181281.1719, 547226.2021 181299.302999999, 550197.5949 180624.581900001, 550363.1002 180587.0002, 550676.4793 180001.4658, 551720.7993 178050.203, 554087.8992 178055.500700001, 554339.9403 177877.237600001))"
80,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA CCG,287,35.321951219512194,25.790940766550523,NHS South East Staffordshire and Seisdon Peninsula CCG,Midlands,227695.0,492.74254875477413,"MULTIPOLYGON (((397077.594 305287.594000001, 393379.505 303892.809, 391188 304437.094000001, 390815.471 303567.468, 389742.096 303564.5, 388642.031 301296.125, 386796.594 300997.905999999, 387271.313 298993.594000001, 386080.501 298771.612, 387875.219 297423.219000001, 388195.218 295186.791999999, 391045.996 295142.783, 390899.5 292962.187000001, 389769.909 291989.529999999, 390310.688 291029.344000001, 387067.781 289522, 388723.999 285967.903000001, 388103.813 284109.594000001, 388888.001 281369.374, 388956.989 280596.638, 386979.2 280605.755000001, 385284.406 281953.405999999, 381775.906 282326.5, 380049.906 283482.5, 380568.024 284188.9, 378860.625 287966, 380321 290459.499, 382392.281 291833.437000001, 381833.848 292568.101, 382707.219 293800.530999999, 380944.094 295097.405999999, 382343.031 296834.469000001, 379754.471 299510.716, 378282.693 299584.812000001, 378172.093 301734.155999999, 381027.375 300934.625, 382750 301364.687000001, 384339.79 305574.807, 389117.313 303713.655999999, 389571.812 305563.187000001, 391834.333 306992.172, 392378.929 308600.296, 397077.594 305287.594000001)), ((409176.906 312234.5, 409976.281 311224.155999999, 413373.438 312160.5, 415218.496 310888.470000001, 418152.097 312068.596999999, 418610.813 314623.155999999, 420074.001 314976.857000001, 423290.404 313841.999, 423408.403 311289.596999999, 427293.181 311490.273, 427835.093 310029.294, 424113.407 306700.809, 424934.531 305148.594000001, 424293 304857.719000001, 424189.313 302615.780999999, 424738.5 302487.905999999, 423880 300146.875, 421203.281 299031.812000001, 418435.688 298935.812000001, 417564.281 299644.187000001, 414454.004 298914.682, 413878.188 300165.594000001, 411735.313 301227.812000001, 409988.031 300467.905999999, 408730.897 298576.695, 407393.719 300154.905999999, 407809.313 301964.219000001, 405782.504 304172.213, 406519.086 305054.287, 405643.313 305797.094000001, 406125.188 306532.5, 404589.781 307099.187000001, 403789.905 306507.696, 403169.313 307212.812000001, 402851.406 309605.094000001, 405804.814 312554.312000001, 404326.656 312935.905999999, 405103.906 315247.812000001, 405841.907 315871.188999999, 406351.969 315113.029999999, 409537.998 314699.310000001, 410461.563 313744.030999999, 409176.906 312234.5)))"
81,NHS SOUTH SEFTON CCG,227,17.102643171806168,12.929515418502202,NHS South Sefton CCG,North West,159713.0,2095.0307115734645,"POLYGON ((341199.034 401158.626, 338864.095 397980.095000001, 336621.812 397786.498, 335444.281 396661.187000001, 335341.905 394506, 333093.4382 393928.6292, 333086.1008 393983.902100001, 331880.5919 395712.9263, 332111.596 395826.596999999, 330656.1064 397921.947899999, 329944.6443 399999.9705, 329456.0996 401426.9011, 329668.2998 404180.899800001, 329030.1003 403304.800000001, 328342.4108 404071.252499999, 329943.594 404341.812000001, 332870 401816.5, 334361.719 403380.719000001, 335374.217 402511.095000001, 336170.306 402867.903999999, 335259.811 405705.530999999, 336816.594 405915.687000001, 338907.091 403567.619000001, 341638.093 403012.719000001, 341199.034 401158.626))"
82,NHS SOUTH TYNESIDE CCG,221,19.251583710407242,16.669683257918553,NHS South Tyneside CCG,North East and Yorkshire,151133.0,2430.1099045163323,"POLYGON ((440840.6026 561206.5524, 437308.313 559624.312000001, 431419.503 559773.6139999999, 431136.219 562629.875, 429837.096 563498.624, 430227.8887 565516.2119, 435332.4998 565665.8003, 436827.5506 568137.5833000001, 437194.6839 567929.4395, 437284.4001 567786.199899999, 437692.7017 568112.5261, 437800.3003 567269.0002, 439999.997 564947.4952000011, 441290.9032 563585.104900001, 440842.2987 561235.0976, 440840.6026 561206.5524))"
83,NHS SOUTH WEST LONDON CCG,1593,13.73879472693032,15.443188951663528,NHS South West London CCG,London,1509741.0,5080.337656331555,"POLYGON ((529967.375 177986.391000001, 528519.313 175722.125, 529645.998 173078.34, 528888.875 169832.108999999, 530290.75 169769.297, 531317 171046.891000001, 533693.25 170730.108999999, 534469 168934.983999999, 536717.313 167320, 536721.625 166045.655999999, 537419.5 166327.516000001, 539596.296 160796.287, 536768.384 161784.494000001, 535882 159951.904999999, 533969.375 159603.969000001, 533165.313 157546.5, 530898.124 155850.798, 529950.618 157386.971000001, 528694.1899999999 157410.219000001, 528070.113 160617.699999999, 525647.062 162043.187000001, 524394 160484.608999999, 523450.688 161132.391000001, 524220.5 162235.1, 523541.406 164105.984999999, 522240.094 164547.686000001, 522157.01 166030.494999999, 521110.599 165939.905999999, 519552.188 164294.780999999, 518112.688 160935.483999999, 516572.781 159922.265000001, 516362.594 162360.530999999, 517859.781 165537.327, 517635.246 166591.552999999, 514316 169330.125, 512126.125 169152.516000001, 511945.531 170485.030999999, 513602.469 172670.297, 512127.719 173504.437000001, 513132.563 174417.875, 516339.214 174445.356000001, 518677.906 177865.892000001, 520943.344 176088.155999999, 522730.375 178206.016000001, 523860.5 176005.061000001, 525471.438 175424.953, 526939.688 177357.141000001, 529967.375 177986.391000001))"
84,NHS SOUTHEND CCG,240,31.8375,28.45,NHS Southend CCG,East of England,182773.0,4326.469094475053,"POLYGON ((595733.0597 186184.651000001, 593149.6002 183929.3002, 585272.9 185538.899700001, 583382.4028 185775.7015, 582331.6351 185409.787599999, 582954.188 189736.297, 593290.613 187463.593, 593494.304 186302.648, 595587.875 186356.078, 595733.0597 186184.651000001))"
85,NHS SOUTHPORT AND FORMBY CCG,259,35.396525096525096,25.783783783783782,NHS Southport and Formby CCG,North West,116186.0,1501.644930830617,"POLYGON ((336963.1129 422761.8391, 337571.905 421699.908, 337967.312 418422.405999999, 335157 414409.405999999, 333911.293 414734.726, 331518.061 410568.288000001, 332523.5 410159.094000001, 332374.5 408594.812000001, 331190.812 408130.594000001, 330736.406 405654.312000001, 334361.719 403380.719000001, 332870 401816.5, 329943.594 404341.812000001, 328342.4108 404071.252499999, 327196.5969 405348.299699999, 326936.799 407476.8003, 331152.0003 416038.100299999, 334100.9457 420000.011499999, 336243.3997 422878.400699999, 335946.9004 422183.100199999, 336963.1129 422761.8391))"
86,NHS ST HELENS CCG,327,17.368807339449543,13.547400611620795,NHS St Helens CCG,North West,181095.0,1331.1046280180674,"POLYGON ((351662.351 402905.207, 353739.312 400818.691, 355898.258 400545.597999999, 357256.193 398362.312999999, 359473.687 398441.280999999, 359243.094 396492.094000001, 361791.094 394518.812000001, 361227.592 393820.187999999, 360334.307 395011.997, 360460.094 394131.905999999, 358414.312 393249.312000001, 357652.334 394364.952, 355128.187 395322.403000001, 354787.812 393783.686000001, 355676.096 394018.903000001, 355231.189 393118.809, 356013.594 392647.562000001, 355120.168 388076.704, 354161.502 387836.595000001, 352697.406 388430.937000001, 352534.467 389370.306, 350551.066 389713.404999999, 347786.193 389660.5, 348519.189 392487.498, 346613.599 393837.710000001, 347284 394328.096999999, 346690.091 397018.344000001, 345749.469 396994.625, 345355.312 399036.594000001, 345935.375 402030.187000001, 348231.562 404145.562000001, 349111.375 402150.312000001, 351662.351 402905.207))"
87,NHS STAFFORD AND SURROUNDS CCG,212,28.68584905660377,22.589622641509433,NHS Stafford and Surrounds CCG,Midlands,157906.0,206.62885596378342,"POLYGON ((394179.096 341834.903999999, 397205.906 339329.312000001, 395858.506 336113.881999999, 397304.781 335560.822000001, 399239.469 334348.026000001, 400116.905 332755.718, 401465.406 332868.280999999, 402753.313 330304.405999999, 404406 330348.187000001, 404354.313 327843.437000001, 402260.906 325195.312000001, 403371.906 323395.687000001, 402919.813 322324.530999999, 403878.497 319573.977, 401909.97 318215.6, 398853.281 317915.375, 398887.906 315986.094000001, 395858.596 314087.402000001, 395486.125 311661.780999999, 392378.929 308600.296, 391834.333 306992.172, 389571.812 305563.187000001, 389117.313 303713.655999999, 384339.79 305574.807, 384219.999 306482.903000001, 383342.375 306575.469000001, 383951.906 307356.687000001, 383349.715 309513.844000001, 379610.5 309514.596000001, 378476.404 310903.908, 378148.5 312010.875, 379252.498 313720.310000001, 378818.494 316473.783, 374131.312 321399.312000001, 375052.906 322032.001, 374641.688 323853.904999999, 372043.596 325577.311000001, 373571.625 326638.25, 374602.186 332762.283, 374598.885 335116.971000001, 376031.406 335744.812000001, 376738.062 335242.25, 378593.594 337271.780999999, 382340.688 336284.655999999, 381417.596 339353.001, 381951.692 340711.591, 385828.5 342600.903999999, 387893.798 338771.512, 388212.414 339605.116, 389173.281 339564.844000001, 390312.838 342092.588, 391339.69 341541.713, 391924.193 339862, 394642.188 341061.625, 394179.096 341834.903999999))"
88,NHS STOCKPORT CCG,486,21.72551440329218,16.818930041152264,NHS Stockport CCG,North West,294197.0,2342.0162825241496,"POLYGON ((400607.095 390930.094000001, 399788.498 387718.718, 397850.312 386519.306, 398030.794 385931.85, 397398.594 386357.780999999, 395566.313 384501.905999999, 393763.813 385470.405999999, 391898.688 385013.312000001, 390846.406 385612.687000001, 390032.406 383480.094000001, 390503.306 382893.693, 389398.693 381166.044, 387168.785 382432.096999999, 388048.306 383029.806, 387753.594 383989.094000001, 384072.594 384769.125, 383681.55 388834.6, 385957.749 390037.721000001, 385908.811 391368.304, 387559.622 393353.048, 388365.657 392938.311000001, 388620.934 394589.561000001, 389576.094 395358.812000001, 390689.406 393515.280999999, 392391.406 393776.407, 393291.312 392872.594000001, 394182.187 393394.312000001, 394826.813 392148.594000001, 398345.309 392569.592, 399186.906 391007.655999999, 400607.095 390930.094000001))"
